기준년월,	HSK품목코드,	수출입구분코드,	수산물수출입품목명,	HSK품목대분류,	HSK품목중분류,	HSK품목소분류,	수출입구분명,	당월 수출입중량,	당월 수출입미화금액,	당해 누계 수출입중량,	당해 누계 수출입미화금액,	데이터기준일자	
'201805','0304610000','I','틸라피아(냉동한 피레트)(오레오크로미스종)','0304','61','0000','수입','44366','416956','235541','2072885','2018-06-30'
'201805','0304620000','I','메기(냉동한 피레트)(판가시우스종실루러스종클라리아스종익타루러스종)','0304','62','0000','수입','28216','161332','499939','2183664','2018-06-30'
'201805','0304690000','I','틸라피아메기잉어뱀장어나일퍼치 종의 기타(냉동한 피레트)','0304','69','0000','수입','24230','359832','73504','1267715','2018-06-30'
'201805','0304710000','I','대구(가두스 모르화가두스 오각가두스 마크로세팔루스)','0304','71','0000','수입','41659','278151','329390','2030635','2018-06-30'
'201805','0304730000','I','검정대구(냉동한 피레트)(폴라치우스 비렌스)','0304','73','0000','수입','0','0','14060','48520','2018-06-30'
'201805','0304740000','I','민대구(냉동한 피레트)(메루키우스종ㆍ유르피키스종)','0304','74','0000','수입','54','416','54','416','2018-06-30'
'201805','0304750000','I','명태(냉동한 피레트)(테라그라 찰코그라마)','0304','75','0000','수입','1013365','2801188','6785497','18280190','2018-06-30'
'201805','0304790000','I','브레그마세로티대과외6종무리에놀레피디대과어류의(냉동한피레트)','0304','79','0000','수입','105588','251545','204078','507669','2018-06-30'
'201805','0304810000','I','태평양 연어(옹코링쿠스 -넬카고르부스카케타차비차키수츠마소로두루스) 대서양 연어(살모 살라)다뉴브 연어(후코 후코))','0304','81','0000','수입','23383','419741','356098','4098199','2018-06-30'
'201805','0304820000','I','송어(살모 트루타옹코링쿠스-미키스클라키아구아보니타길래아파케크리소가스터)','0304','82','0000','수입','492','15296','8382','165492','2018-06-30'
'201805','0304831000','I','가자미(냉동한 피레트)','0304','83','1000','수입','135602','540703','618335','3123816','2018-06-30'
'201805','0304839000','I','넙치류 기타(냉동한 피레트)','0304','83','9000','수입','0','0','44020','148865','2018-06-30'
'201805','0304840000','I','황새치(냉동한 피레트)(자이피어스 글래디어스)','0304','84','0000','수입','17036','251435','135723','1631980','2018-06-30'
'201805','0304850000','I','이빨고기(냉동한 피레트)(디소스티쿠스종)','0304','85','0000','수입','0','0','7705','48881','2018-06-30'
'201805','0304860000','I','청어(냉동한 피레트)(클루페아 하렌구스 /클루페아팔라시)','0304','86','0000','수입','42863','51435','42863','51435','2018-06-30'
'201805','0304871000','I','참다랑어(냉동한 피레트)','0304','87','1000','수입','89758','2906829','1867306','53770253','2018-06-30'
'201805','0304879000','I','다랑어 기타(냉동한 피레트)','0304','87','9000','수입','231933','3415265','668302','9325650','2018-06-30'
'201805','0304881000','I','곱상어 그 밖의 상어','0304','88','1000','수입','6229','25778','6229','25778','2018-06-30'
'201805','0304891000','I','붕장어의 것(냉동한 피레트)','0304','89','1000','수입','174082','1249352','949767','6185504','2018-06-30'
'201805','0304894000','I','쥐치의 것(냉동한 피레트)','0304','89','4000','수입','66030','566795','266450','1577143','2018-06-30'
'201805','0304899000','I','기타어류의 기타(냉동한 피레트)','0304','89','9000','수입','468667','1969284','2121397','9456561','2018-06-30'
'201805','0304919000','I','황새치(기타/냉동)','0304','91','9000','수입','0','0','11603','244237','2018-06-30'
'201805','0304929000','I','이빨고기(기타/냉동)','0304','92','9000','수입','13500','75564','64432','381790','2018-06-30'
'201805','0304939000','I','틸라피아메기잉어뱀장어나일퍼치 종의 냉동연육외 기타','0304','93','9000','수입','2000','17076','5420','46313','2018-06-30'
'201805','0304941000','I','명태 냉동연육','0304','94','1000','수입','3442500','11125245','11224940','34433187','2018-06-30'
'201805','0304949000','I','명태 냉동연육 외 기타','0304','94','9000','수입','56970','78619','190200','261004','2018-06-30'
'201805','0304951000','I','브레그마세로티대과외6종무리에놀레피디대과어류(냉동연옥)','0304','95','1000','수입','38520','39290','604140','695855','2018-06-30'
'201805','0304959000','I','브레그마세로티대과외6종무리에놀레피디대과어류(냉동연옥) 기타','0304','95','9000','수입','0','0','7200','11160','2018-06-30'
'201805','0304991000','I','기타 냉동연육','0304','99','1000','수입','9423670','16205652','46416450','76544652','2018-06-30'
'201805','0304999000','I','기타 냉동연육 외 기타','0304','99','9000','수입','176168','225321','512263','836620','2018-06-30'
'201805','0305100000','I','어류의 고운 가루ㆍ거친 가루와 펠릿(pellet)(식용에 적합한 것으로 한정한다)','0305','10','0000','수입','304','5642','614','11147','2018-06-30'
'201805','0305202000','I','어란(건조)','0305','20','2000','수입','7','697','70','8320','2018-06-30'
'201805','0305204010','I','어란(명태/염장염수장)','0305','20','4010','수입','220','6371','502','16477','2018-06-30'
'201805','0305204030','I','어란(청어/염장염수장)','0305','20','4030','수입','1','31','71','5959','2018-06-30'
'201805','0305204090','I','어란(명태 조기 청어이외 기타/염장 염수장)','0305','20','4090','수입','12','343','17','653','2018-06-30'
'201805','0305311000','I','틸라피아메기잉어뱀장어나일퍼치 종의 건조한 것','0305','31','1000','수입','13200','100103','56554','437599','2018-06-30'
'201805','0305321000','I','브레그마세로티대과외6종무리에놀레피디대과어류 건조한것','0305','32','1000','수입','32500','331430','76791','761253','2018-06-30'
'201805','0305391000','I','기타어류의 피레트(건조한것)','0305','39','1000','수입','1165','7640','7165','65440','2018-06-30'
'201805','0305410000','I','태평양 연어(옹코링쿠스- 넬카고르부스카케타차비차키수츠마소로두루스) 대서양 연어(살모 살라) 다뉴브 연어(후코 후코))','0305','41','0000','수입','8302','261934','26065','803207','2018-06-30'
'201805','0305491000','I','멸치(훈제/피레트포함)','0305','49','1000','수입','1','27','2','74','2018-06-30'
'201805','0305492000','I','명태(훈제/피레트포함)','0305','49','2000','수입','0','0','3','32','2018-06-30'
'201805','0305499000','I','어류(연어 청어 멸치 명태이외 기타/훈제/피레트 포함)','0305','49','9000','수입','84147','799765','312311','3069056','2018-06-30'
'201805','0305510000','I','대구(건조/염장불문/훈제제외)','0305','51','0000','수입','17242','125815','109554','840333','2018-06-30'
'201805','0305541000','I','멸치[엔그라울리스(Engraulis)종]','0305','54','1000','수입','4815','21856','53373','251810','2018-06-30'
'201805','0305549000','I','기타','0305','54','9000','수입','0','0','36','512','2018-06-30'
'201805','0305593000','I','명태(건조/염장불문/훈제제외)','0305','59','3000','수입','715126','6768064','2660255','25840340','2018-06-30'
'201805','0305599000','I','어류(대구상어지느러미멸치명태조기등외기타건조/훈제제외)','0305','59','9000','수입','166632','591168','1202036','4842473','2018-06-30'
'201805','0305631000','I','멸치젓(염장염수장)','0305','63','1000','수입','1','21','362','5000','2018-06-30'
'201805','0305639000','I','멸치(멸치젓 이외 기타/염장 염수장)','0305','63','9000','수입','0','0','58','1694','2018-06-30'
'201805','0305640000','I','틸라피아메기잉어뱀장어나일퍼치 종의 건조한 것','0305','64','0000','수입','3000','6902','3000','6902','2018-06-30'
'201805','0305691000','I','연어(염장 염수장)','0305','69','1000','수입','121','2866','471','11527','2018-06-30'
'201805','0305692000','I','송어(염장염수장)','0305','69','2000','수입','50','5682','102','6973','2018-06-30'
'201805','0305694000','I','정어리(염장염수장)','0305','69','4000','수입','0','0','2','52','2018-06-30'
'201805','0305695000','I','고등어(염장염수장)','0305','69','5000','수입','0','0','5','60','2018-06-30'
'201805','0305699000','I','어류(청어대구연어송어갈치정어리고등어 등 이외)','0305','69','9000','수입','29166','29412','198196','213195','2018-06-30'
'201805','0305711000','I','상어 지느러미(훈제한 것)','0305','71','1000','수입','0','0','2850','5912','2018-06-30'
'201805','0305712000','I','상어 지느러미(건조한 것)','0305','71','2000','수입','18','7673','18','7673','2018-06-30'
'201805','0305729000','I','대구의 것 외 기타(어류의 머리 꼬리 위)','0305','72','9000','수입','72485','267223','181780','676748','2018-06-30'
'201805','0305790000','I','기타 어류의 머리 꼬리','0305','79','0000','수입','300','3122','906','10362','2018-06-30'
'201805','0306119000','I','닭새우류(팔리누루스종 파누리루스종 자수스종)(냉동한것)(기타)','0306','11','9000','수입','4262','79005','14322','244949','2018-06-30'
'201805','0306121010','I','바닷가재(호마루스종)(냉동한 것) 훈제한 것(밀폐용기에 넣은 것)','0306','12','1010','수입','0','0','22','222','2018-06-30'
'201805','0306129000','I','바닷가재(호마루스종)(냉동한 것) 훈제한 것(기타)','0306','12','9000','수입','89803','1684595','426852','9479800','2018-06-30'
'201805','0306141011','I','게살(냉동한 것) 훈제한 것(밀폐용기에 넣은 것)','0306','14','1011','수입','0','0','5','100','2018-06-30'
'201805','0306141090','I','게살(냉동한 것) 훈제한 것(기타)','0306','14','1090','수입','32','583','90','1631','2018-06-30'
'201805','0306142090','I','왕게(냉동한 것) 기타','0306','14','2090','수입','13997','428128','114481','3528436','2018-06-30'
'201805','0306143090','I','꽃게(냉동한 것) 기타','0306','14','3090','수입','986303','3531766','6731872','22884618','2018-06-30'
'201805','0306149090','I','갑각류 기타(냉동한 것)(훈제한것 외 기타)','0306','14','9090','수입','1114187','6150681','4122229','26576695','2018-06-30'
'201805','0306161090','I','냉수성 새우류(판달러스종크란곤 크란곤)의 새우살(냉동한 것)(훈제한 것 외 기타)','0306','16','1090','수입','0','0','3640','98262','2018-06-30'
'201805','0306169090','I','냉수성 새우류(판달러스종크란곤 크란곤)기타(냉동한 것)(훈제한 것)','0306','16','9090','수입','52997','443731','454778','2729546','2018-06-30'
'201805','0306171090','I','기타의 새우류의 새우살(냉동한 것)(훈제한 것 외 기타)','0306','17','1090','수입','2405839','21797006','11011881','100355731','2018-06-30'
'201805','0306179090','I','기타의 새우류의 기타(냉동한 것)(훈제한 것 외 기타)','0306','17','9090','수입','1649470','12637729','10628507','83466586','2018-06-30'
'201805','0306199000','I','기타[분ㆍ조분 및 펠리트를 포함(식용에 적합)](냉동한 것)(훈제한 것 외 기타)','0306','19','9000','수입','27672','192626','120895','965083','2018-06-30'
'201805','0306310000','I','닭새우류[팔리누루스(Palinurus)종ㆍ파누리루스(Panulirus)종ㆍ자수스(Jasus)종]','0306','31','0000','수입','100','6127','226','15133','2018-06-30'
'201805','0306320000','I','바닷가재[호마루스(Homarus)종]','0306','32','0000','수입','356470','7731962','1621471','40193982','2018-06-30'
'201805','0306331000','I','꽃게','0306','33','1000','수입','0','0','20','797','2018-06-30'
'201805','0306332000','I','대게','0306','33','2000','수입','688322','12079147','3398640','73855513','2018-06-30'
'201805','0306339000','I','게(기타)','0306','33','9000','수입','776833','16451503','4009070','80321769','2018-06-30'
'201805','0306360000','I','그 밖의 새우류','0306','36','0000','수입','30789','363440','161514','2273091','2018-06-30'
'201805','0306390000','I','기타[식용에 적합한 것으로서 고운 가루ㆍ거친 가루와 펠릿(pellet)을 포함한다]','0306','39','0000','수입','33','12706','1606','64926','2018-06-30'
'201805','0306932000','I','건조한 것','0306','93','2000','수입','715','11473','715','11473','2018-06-30'
'201805','0306933000','I','염장이나 염수장한 것','0306','93','3000','수입','0','0','950','3463','2018-06-30'
'201805','0306951020','I','건조한 것','0306','95','1020','수입','9000','63477','72870','531548','2018-06-30'
'201805','0306951030','I','염장이나 염수장한 것','0306','95','1030','수입','7','4','7','4','2018-06-30'
'201805','0306959020','I','건조한 것','0306','95','9020','수입','221651','1326351','891968','6108737','2018-06-30'
'201805','0306959030','I','염장이나 염수장한 것','0306','95','9030','수입','1164307','1109333','4421317','4413139','2018-06-30'
'201805','0306959040','I','훈제한 것','0306','95','9040','수입','0','0','3','28','2018-06-30'
'201805','0306992000','I','건조한 것','0306','99','2000','수입','0','0','543','1649','2018-06-30'
'201805','0306993000','I','염장이나 염수장한 것','0306','99','3000','수입','3150','7046','24949','87159','2018-06-30'
'201805','0307119000','I','굴치패 기타(산 것 신선 또는 냉장한 것)','0307','11','9000','수입','0','869','0','869','2018-06-30'
'201805','0307210000','I','가리비과의 조개(산것/신선 냉장)','0307','21','0000','수입','581152','2406992','2097999','8763018','2018-06-30'
'201805','0307220000','I','냉동한 것','0307','22','0000','수입','99298','632871','499200','3321597','2018-06-30'
'201805','0307292000','I','가리비과의조개(건조)','0307','29','2000','수입','100','14638','200','29937','2018-06-30'
'201805','0307310000','I','홍합(산것/신선냉장)','0307','31','0000','수입','13400','30601','65366','106058','2018-06-30'
'201805','0307392000','I','홍합(건조)','0307','39','2000','수입','511','18749','3323','127016','2018-06-30'
'201805','0307393000','I','홍합(훈제한 것)','0307','39','3000','수입','30','979','145','4747','2018-06-30'
'201805','0307399000','I','홍합(산 것 신선 냉장 냉동 건조 이외 기타)','0307','39','9000','수입','303','11830','1803','62848','2018-06-30'
'201805','0307421010','I','세피아 오피시날리스(Sepia officinalis)ㆍ로시아 마크로소마(Rossia macrosoma)ㆍ세피올라(Sepiola)종','0307','42','1010','수입','10488','98489','45438','438231','2018-06-30'
'201805','0307422010','I','옴마스트레페스(Ommastrephes)종ㆍ로리고(Loligo)종ㆍ노토토다루스(Nototodarus)종ㆍ세피오투디스(Sepioteuthis)종','0307','42','2010','수입','441','4958','59457','207193','2018-06-30'
'201805','0307422090','I','기타','0307','42','2090','수입','4','106','1005','9454','2018-06-30'
'201805','0307431010','I','세피아 오피시날리스(Sepia officinalis)ㆍ로시아 마크로소마(Rossia macrosoma)ㆍ세피올라(Sepiola)종','0307','43','1010','수입','46974','331443','62404','418390','2018-06-30'
'201805','0307431090','I','기타','0307','43','1090','수입','315023','2015781','2151946','14128181','2018-06-30'
'201805','0307432010','I','옴마스트레페스(Ommastrephes)종ㆍ로리고(Loligo)종ㆍ노토토다루스(Nototodarus)종ㆍ세피오투디스(Sepioteuthis)종','0307','43','2010','수입','7697293','19233472','32254661','77441798','2018-06-30'
'201805','0307432090','I','기타','0307','43','2090','수입','4794399','16911864','22243065','73412638','2018-06-30'
'201805','0307492090','I','기타','0307','49','2090','수입','0','0','48002','98428','2018-06-30'
'201805','0307493010','I','갑오징어[세피아 오피시날리스(Sepia officinalis)ㆍ로시아 마크로소마(Rossia macrosoma)ㆍ세피올라(Sepiola)종]와 오징어[옴마스트레페스(Ommastrephes)종ㆍ로','0307','49','3010','수입','108780','3229328','393570','11532862','2018-06-30'
'201805','0307493090','I','기타','0307','49','3090','수입','18','269','31910','514243','2018-06-30'
'201805','0307494090','I','기타','0307','49','4090','수입','0','0','0','8','2018-06-30'
'201805','0307511000','I','낙지(산것/신선 냉장)','0307','51','1000','수입','535198','10234782','1836016','36523994','2018-06-30'
'201805','0307512000','I','주꾸미(산것/신선 냉장)','0307','51','2000','수입','189200','1088750','1312581','7613973','2018-06-30'
'201805','0307519000','I','기타문어(산것/신선 냉장)','0307','51','9000','수입','3','19','162','1061','2018-06-30'
'201805','0307521000','I','문어','0307','52','1000','수입','196305','1864562','1610807','15326810','2018-06-30'
'201805','0307522000','I','낙지','0307','52','2000','수입','1538637','11893556','8542685','53978929','2018-06-30'
'201805','0307523000','I','쭈꾸미','0307','52','3000','수입','2151076','13239758','10353652','59064561','2018-06-30'
'201805','0307529000','I','기타','0307','52','9000','수입','0','21','9','210','2018-06-30'
'201805','0307592000','I','문어(건조)','0307','59','2000','수입','0','0','0','2','2018-06-30'
'201805','0307599000','I','문어(산것 신선 냉장 냉동 건조 이외 기타)','0307','59','9000','수입','50814','344242','103625','633930','2018-06-30'
'201805','0307609000','I','달팽이(기타)','0307','60','9000','수입','1','56','1','56','2018-06-30'
'201805','0307711090','I','백합 기타(산 것 신선 또는 냉장한 것)','0307','71','1090','수입','810987','912039','3970874','4451739','2018-06-30'
'201805','0307712010','I','피조개 종패용(산 것  신선 또는 냉장한 것)','0307','71','2010','수입','0','0','46000','31820','2018-06-30'
'201805','0307712090','I','피조개 기타(산 것  신선 또는 냉장한 것)','0307','71','2090','수입','0','0','155720','287038','2018-06-30'
'201805','0307713000','I','새조개(산 것신선 또는 냉장한 것)','0307','71','3000','수입','0','0','113','1750','2018-06-30'
'201805','0307714000','I','바지락(산 것 신선 또는 냉장한 것)','0307','71','4000','수입','2050700','2148310','11389930','11927851','2018-06-30'
'201805','0307719000','I','클램 새조개 및 피조개 기타(산 것  신선 또는 냉장한 것)','0307','71','9000','수입','511115','937193','2924280','5473031','2018-06-30'
'201805','0307721000','I','새조개','0307','72','1000','수입','0','0','600','3400','2018-06-30'
'201805','0307723000','I','바지락','0307','72','3000','수입','107235','205591','989717','1683123','2018-06-30'
'201805','0307724000','I','피조개','0307','72','4000','수입','14712','83390','54818','379102','2018-06-30'
'201805','0307725000','I','개조개','0307','72','5000','수입','109372','237587','555346','1072057','2018-06-30'
'201805','0307729000','I','기타','0307','72','9000','수입','67062','155250','515276','1182517','2018-06-30'
'201805','0307793020','I','바지락(염장 또는 염수장한 것)','0307','79','3020','수입','19800','39828','203367','723010','2018-06-30'
'201805','0307793090','I','클램 새조개 및 피조개 기타(염장 또는 염수장한 것)','0307','79','3090','수입','0','0','1','16','2018-06-30'
'201805','0307810000','I','전복(산 것 신선 또는 냉장한 것)','0307','81','0000','수입','3','42','333','25687','2018-06-30'
'201805','0307820000','I','살아있거나 신선하거나 냉장한 수정고둥류[스트롬버스(Strombus)종]','0307','82','0000','수입','0','0','2','31','2018-06-30'
'201805','0307830000','I','냉동한 전복[할리오티스(Haliotis)종]','0307','83','0000','수입','0','0','10','116','2018-06-30'
'201805','0307840000','I','냉동한 수정고둥류[스트롬버스(Strombus)종]','0307','84','0000','수입','20','400','20','400','2018-06-30'
'201805','0307911000','I','소라(산 것 신선 또는 냉장한 것)','0307','91','1000','수입','1','33','9','197','2018-06-30'
'201805','0307914000','I','재첩(산 것 신선 또는 냉장한 것)','0307','91','4000','수입','499410','199980','1669170','673841','2018-06-30'
'201805','0307919000','I','기타[분 조분 펠리트 포함(식용 적합)]의 기타(산신선냉장)','0307','91','9000','수입','13','288','370973','1077358','2018-06-30'
'201805','0307921000','I','개아지살','0307','92','1000','수입','72903','1081908','419155','5765806','2018-06-30'
'201805','0307929000','I','기타','0307','92','9000','수입','6231','88093','138788','621090','2018-06-30'
'201805','0307992900','I','기타[분 조분 펠리트를 포함(식용에 적합한)]의 기타(건조)','0307','99','2900','수입','5','262','2014','100650','2018-06-30'
'201805','0307994120','I','골뱅이 (훈제한 것)(밀폐용기에 넣지 아니한 것)','0307','99','4120','수입','0','0','22','253','2018-06-30'
'201805','0307994900','I','기타[분 조분 펠리트를 포함(식용에 적합한)]의 기타(훈제한 것)','0307','99','4900','수입','3','65','12','907','2018-06-30'
'201805','0308110000','I','해삼(산 것 신선 또는 냉장한 것)','0308','11','0000','수입','154','1470','17494','132141','2018-06-30'
'201805','0308120000','I','냉동한 것','0308','12','0000','수입','22000','61600','246355','632964','2018-06-30'
'201805','0308192000','I','해삼(건조한 것)','0308','19','2000','수입','0','0','4','319','2018-06-30'
'201805','0308210000','I','성게(산 것 신선 또는 냉장한 것)','0308','21','0000','수입','1649','198028','11077','1369628','2018-06-30'
'201805','0308220000','I','냉동한 것','0308','22','0000','수입','896','27985','4418','107873','2018-06-30'
'201805','0308294000','I','성게(훈제한 것)','0308','29','4000','수입','3','42','7','84','2018-06-30'
'201805','0308301000','I','해파리(산 것 신선 또는 냉장한 것)','0308','30','1000','수입','4','353','114','5204','2018-06-30'
'201805','0308304000','I','해파리(염장 또는 염수장한 것)','0308','30','4000','수입','249298','619279','1344930','3417228','2018-06-30'
'201805','0308901019','I','우렁쉥이(기타)(산 것 신선 또는 냉장한 것)','0308','90','1019','수입','7849','17161','1211754','2141916','2018-06-30'
'201805','0308901090','I','수생무척추동물의 기타(산 것)','0308','90','1090','수입','38411','588869','138796','2063196','2018-06-30'
'201805','0308902010','I','우렁쉥이(냉동한 것)','0308','90','2010','수입','0','0','285','533','2018-06-30'
'201805','0308902090','I','수생무척추동물의 기타(냉동 한것)','0308','90','2090','수입','10000','16221','40077','64457','2018-06-30'
'201805','0308903090','I','수생무척추동물의 기타(건조한 것)','0308','90','3090','수입','0','14','6','47','2018-06-30'
'201805','0308904000','I','수생무척추동물의 기타(염장 또는 염수장한 것)','0308','90','4000','수입','0','0','5','36','2018-06-30'
'201805','0508001000','I','산호(coral)','0508','00','1000','수입','61915','30372','131608','95258','2018-06-30'
'201805','0508002030','I','첩패각과 지첩패각','0508','00','2030','수입','349774','173879','1436042','718094','2018-06-30'
'201805','0508002040','I','야광패각(소라)','0508','00','2040','수입','83325','159427','172855','337615','2018-06-30'
'201805','0508002090','I','기타패각','0508','00','2090','수입','721449','106332','2713293','459988','2018-06-30'
'201805','0508009000','I','연체동물갑각류극피동물','0508','00','9000','수입','69340','25518','112951','64147','2018-06-30'
'201805','0511911010','I','부화용알(브라인슈림프알)','0511','91','1010','수입','4701','443789','24717','1961048','2018-06-30'
'201805','0511911090','I','부화용알(브라인슈림프 알 이','0511','91','1090','수입','45','18620','241','94671','2018-06-30'
'201805','0511912000','I','어류의웨이스트','0511','91','2000','수입','76201','74110','249479','377046','2018-06-30'
'201805','0511919000','I','어류갑각류연체동물수행동','0511','91','9000','수입','44202','71522','160168','349658','2018-06-30'
'201805','0511996000','I','동물성의해면','0511','99','6000','수입','239','131525','840','414871','2018-06-30'
'201805','1212211010','I','김(건조한 것)(식용의 것)','1212','21','1010','수입','449','8144','2909','35248','2018-06-30'
'201805','1212211090','I','김(기타)(식용의 것)','1212','21','1090','수입','67','10982','1700','61932','2018-06-30'
'201805','1212212010','I','미역(건조한 것)(식용의 것)','1212','21','2010','수입','31205','257167','126972','885225','2018-06-30'
'201805','1212212020','I','미역(염장한 것)(식용의 것)','1212','21','2020','수입','531328','483255','2714479','2474345','2018-06-30'
'201805','1212212090','I','미역(기타)(식용의 것)','1212','21','2090','수입','31785','61749','31809','61963','2018-06-30'
'201805','1212213010','I','톳(건조한 것)(식용의 것)','1212','21','3010','수입','20330','249365','42946','427269','2018-06-30'
'201805','1212213030','I','톳(냉동한 것)(식용의 것)','1212','21','3030','수입','0','0','2','17','2018-06-30'
'201805','1212214090','I','파래(기타)(식용의 것)','1212','21','4090','수입','1','34','501','5068','2018-06-30'
'201805','1212215090','I','다시마(기타)(식용의 것)','1212','21','5090','수입','1','16','56003','97784','2018-06-30'
'201805','1212216090','I','우뭇가사리(기타)(식용의 것)','1212','21','6090','수입','26006','101518','716912','3944098','2018-06-30'
'201805','1212217019','I','기타','1212','21','7019','수입','2','26','83985','314011','2018-06-30'
'201805','1212218029','I','진두발(기타)(식용의 것)','1212','21','8029','수입','24420','33002','71268','112657','2018-06-30'
'201805','1212218031','I','말(냉동)(식용의 것)','1212','21','8031','수입','360','3104','900','7800','2018-06-30'
'201805','1212218039','I','말(기타)(식용의 것)','1212','21','8039','수입','3360','5006','3361','5045','2018-06-30'
'201805','1212219019','I','코토니 및 스피노잠(기타)(식용의 것)','1212','21','9019','수입','1190231','1851451','2856281','4387497','2018-06-30'
'201805','1212219099','I','해초류와 기타조류 기타(기타)(식용의 것)','1212','21','9099','수입','305630','330869','892053','1232047','2018-06-30'
'201805','1212291090','I','김(기타)','1212','29','1090','수입','1','9','2','104','2018-06-30'
'201805','1212292090','I','미역(기타)','1212','29','2090','수입','118000','93008','186000','152574','2018-06-30'
'201805','1212294090','I','파래(기타)','1212','29','4090','수입','4720','6689','4720','6689','2018-06-30'
'201805','1212295090','I','다시마(기타)','1212','29','5090','수입','9216','6964','47916','62866','2018-06-30'
'201805','1212298029','I','진두발(기타)','1212','29','8029','수입','0','0','1','27','2018-06-30'
'201805','1212298039','I','말(기타)','1212','29','8039','수입','40000','16620','60000','25120','2018-06-30'
'201805','1212299019','I','코토니 및 스피노잠(기타)','1212','29','9019','수입','30000','203350','76000','548400','2018-06-30'
'201805','1212299099','I','해초류와 기타조류 기타(기타)','1212','29','9099','수입','5758','8482','16605','96204','2018-06-30'
'201805','1302311000','I','실한천','1302','31','1000','수입','3702','71887','11102','181395','2018-06-30'
'201805','1302312000','I','분한천','1302','31','2000','수입','4302','72749','70151','1101226','2018-06-30'
'201805','1302319000','I','한천(실한천분한천 이외 기타)','1302','31','9000','수입','812','48942','2001','114695','2018-06-30'
'201805','1504101000','I','상어의 간유(肝油)와 그 분획물','1504','10','1000','수입','9','41','13729','236231','2018-06-30'
'201805','1504109000','I','어류의간유분획물(상어의간유','1504','10','9000','수입','1013','29180','108640','165604','2018-06-30'
'201805','1504200000','I','어류의 지방과 기름 및 그 분획물[간유(肝油)는 제외한다]','1504','20','0000','수입','668237','1540496','1559403','3073062','2018-06-30'
'201805','1504309000','I','기타해서포유동물의 유지와 그','1504','30','9000','수입','1739','91443','5484','359037','2018-06-30'
'201805','1603003000','I','어류의액스','1603','00','3000','수입','354153','335669','1328819','1252084','2018-06-30'
'201805','1603004000','I','어류의즙','1603','00','4000','수입','298551','197294','1109642','783029','2018-06-30'
'201805','1603009000','I','갑각류연체동물수생동물의','1603','00','9000','수입','62793','141268','260598','809678','2018-06-30'
'201805','1604111000','I','연어(조제/밀폐용기에 넣은 것)','1604','11','1000','수입','26','580','513392','3653094','2018-06-30'
'201805','1604119000','I','연어(조제/밀페용기에 넣은 것 이외 기타)','1604','11','9000','수입','3327','39238','24136','422402','2018-06-30'
'201805','1604121000','I','청어(밀폐용기에넣은것)','1604','12','1000','수입','0','0','20585','26052','2018-06-30'
'201805','1604129000','I','청어(통조림외조제품)','1604','12','9000','수입','1','28','213','5508','2018-06-30'
'201805','1604131000','I','정어리(밀폐용기에넣은것)','1604','13','1000','수입','8067','14091','31732','60476','2018-06-30'
'201805','1604139000','I','정어리(통조림외조제품)','1604','13','9000','수입','32','637','885','3772','2018-06-30'
'201805','1604141011','I','다랭이(기름담금)','1604','14','1011','수입','0','5','84986','369033','2018-06-30'
'201805','1604141012','I','다랭이(보일드)','1604','14','1012','수입','6','128','32','704','2018-06-30'
'201805','1604141019','I','다랭이류(다랭이 가다랭이 이외 기타/조제/밀폐용기에 넣은 것)','1604','14','1019','수입','129','620','4188','56335','2018-06-30'
'201805','1604141021','I','다랭이류(조제/밀폐용기에 넣은 것 이외 기타)','1604','14','1021','수입','38','754','45147','287463','2018-06-30'
'201805','1604141029','I','가다랭이(기타)','1604','14','1029','수입','0','0','4','30','2018-06-30'
'201805','1604141031','I','버니토우(기름담근것(밀폐용기','1604','14','1031','수입','18948','49233','129422','367371','2018-06-30'
'201805','1604141039','I','버니토우(기타)','1604','14','1039','수입','177','1683','785','10877','2018-06-30'
'201805','1604149000','I','다랭이류(조제/밀폐용기에 넣은 것 이외 기타)','1604','14','9000','수입','3428','48853','11179','191506','2018-06-30'
'201805','1604151000','I','고등어(조제/밀폐용기에 넣은 것)','1604','15','1000','수입','30290','100655','183016','702432','2018-06-30'
'201805','1604159000','I','고등어(조제/밀폐용기에 넣은 것 이외 기타)','1604','15','9000','수입','3042','8287','9132','40356','2018-06-30'
'201805','1604161000','I','멸치(조제/밀폐용기에 넣은 것)','1604','16','1000','수입','752','12193','13617','196585','2018-06-30'
'201805','1604169000','I','전갱이(조제/밀폐용기에 넣은 것 이외 기타)','1604','16','9000','수입','2043','15871','7382','94939','2018-06-30'
'201805','1604171000','I','뱀장어(조제 또는 저장처리)(밀폐용기에 넣은 것)','1604','17','1000','수입','10','202','9011','163878','2018-06-30'
'201805','1604179000','I','뱀장어(조제 또는 저장처리)','1604','17','9000','수입','76222','1548746','296458','5684371','2018-06-30'
'201805','1604189000','I','기타','1604','18','9000','수입','390','64383','3670','640714','2018-06-30'
'201805','1604191010','I','꽁치(통조림외조제품)','1604','19','1010','수입','0','0','241','2102','2018-06-30'
'201805','1604191020','I','전갱이(밀폐용기에넣은것)','1604','19','1020','수입','1020','3818','31067','94778','2018-06-30'
'201805','1604191090','I','어류조제품(연어청어정어리고등어 등 밀폐용기에넣은것)','1604','19','1090','수입','4528','17704','25734','69743','2018-06-30'
'201805','1604199010','I','쥐치포(조제/밀페용기 이외 기타)','1604','19','9010','수입','519990','4732954','2534893','23320203','2018-06-30'
