연번,영업장면적,업태명,,,,,,감성주점
896,33.14,한식,,,,,,
897,62.64,한식,,,,,,
898,58.93,한식,,,,,,
899,109.07,한식,,,,,,
900,37.66,중국식,,,,,,
901,80.43,한식,,,,,,
902,129.73,호프/통닭,,,,,,
903,45.18,호프/통닭,,,,,,
904,21.8,식육(숯불구이),,,,,,
905,105.04,분식,,,,,,
906,51.66,중국식,,,,,,
907,30.87,호프/통닭,,,,,,
908,117.43,한식,,,,,,
909,88.59,회집,,,,,,
910,244.65,경양식,,,,,,
911,88.92,중국식,,,,,,
912,73.11,한식,,,,,,
913,80.78,회집,,,,,,
914,45.06,까페,,,,,,
915,24.05,호프/통닭,,,,,,
916,220.62,복어취급,,,,,,
917,100.34,일식,,,,,,
918,78.67,한식,,,,,,
919,33.7,한식,,,,,,
920,74.35,한식,,,,,,
921,293.44,한식,,,,,,
922,99,한식,,,,,,
923,76.9,한식,,,,,,
924,88.17,한식,,,,,,
925,103.2,한식,,,,,,
926,79.1,한식,,,,,,
927,63.7,한식,,,,,,
928,59.4,한식,,,,,,
929,109.8,한식,,,,,,
930,96.4,한식,,,,,,
931,81.18,한식,,,,,,
932,28.4,한식,,,,,,
933,30.1,한식,,,,,,
934,27.22,통닭(치킨),,,,,,
935,20.7,한식,,,,,,
936,83.9,한식,,,,,,
937,16.7,한식,,,,,,
938,46.7,한식,,,,,,
939,29.6,한식,,,,,,
940,73.4,한식,,,,,,
941,121.3,한식,,,,,,
942,93.1,한식,,,,,,
943,109,한식,,,,,,
944,22.8,중국식,,,,,,
945,79,한식,,,,,,
946,36.2,한식,,,,,,
947,28.32,통닭(치킨),,,,,,
948,178.9,회집,,,,,,
949,136,한식,,,,,,
950,57.53,한식,,,,,,
951,32.67,호프/통닭,,,,,,
952,55.78,한식,,,,,,
953,29.81,한식,,,,,,
954,31.09,통닭(치킨),,,,,,
955,35.35,호프/통닭,,,,,,
956,70.68,식육(숯불구이),,,,,,
957,48.19,호프/통닭,,,,,,
958,30.47,한식,,,,,,
959,89.93,호프/통닭,,,,,,
960,80.36,회집,,,,,,
961,45.44,한식,,,,,,
962,76.12,까페,,,,,,
963,50.4,회집,,,,,,
964,145.2,한식,,,,,,
965,79.63,까페,,,,,,
966,32.55,한식,,,,,,
967,36.68,식육(숯불구이),,,,,,
968,71.59,한식,,,,,,
969,28.53,식육(숯불구이),,,,,,
970,23.64,한식,,,,,,
971,77.38,회집,,,,,,
972,301.6,일식,,,,,,
973,114.26,한식,,,,,,
974,44.16,한식,,,,,,
975,76.76,한식,,,,,,
976,130.96,식육(숯불구이),,,,,,
977,41.96,통닭(치킨),,,,,,
978,62.76,한식,,,,,,
979,80.64,까페,,,,,,
980,20.88,한식,,,,,,
981,120.58,호프/통닭,,,,,,
982,54.83,회집,,,,,,
983,10.92,호프/통닭,,,,,,
984,186.91,한식,,,,,,
985,53.39,호프/통닭,,,,,,
986,156.47,한식,,,,,,
987,61.84,식육(숯불구이),,,,,,
988,80.11,기타,,,,,,
989,28.72,통닭(치킨),,,,,,
990,24.4,한식,,,,,,
991,60.7,한식,,,,,,
992,52.29,한식,,,,,,
993,59.4,호프/통닭,,,,,,
994,31.26,호프/통닭,,,,,,
995,29.11,한식,,,,,,
996,65.1,호프/통닭,,,,,,
997,57.75,한식,,,,,,
998,1621.21,식육(숯불구이),,,,,,
999,76.49,일식,,,,,,
1000,119.42,한식,,,,,,
1001,109.67,회집,,,,,,
1002,57.24,식육(숯불구이),,,,,,
1003,60.64,한식,,,,,,
1004,52.32,탕류(보신용),,,,,,
1005,49.47,까페,,,,,,
1006,100.34,한식,,,,,,
1007,65.88,호프/통닭,,,,,,
1008,79.62,까페,,,,,,
1009,109.82,일식,,,,,,
1010,223.09,한식,,,,,,
1011,71.62,중국식,,,,,,
1012,54.2,호프/통닭,,,,,,
1013,154,회집,,,,,,
1014,138.62,호프/통닭,,,,,,
1015,23.52,호프/통닭,,,,,,
1016,58.88,통닭(치킨),,,,,,
1017,166.4,회집,,,,,,
1018,31.59,한식,,,,,,
1019,30.82,한식,,,,,,
1020,37.06,분식,,,,,,
1021,39.2,호프/통닭,,,,,,
1022,54.78,호프/통닭,,,,,,
1023,76.05,한식,,,,,,
1024,35.26,호프/통닭,,,,,,
1025,30.5,호프/통닭,,,,,,
1026,303.25,한식,,,,,,
1027,124.45,일식,,,,,,
1028,13.33,한식,,,,,,
1029,205.84,경양식,,,,,,
1030,411.68,경양식,,,,,,
1031,83.76,한식,,,,,,
1032,261.5,한식,,,,,,
1033,39.04,한식,,,,,,
1034,66.93,통닭(치킨),,,,,,
1035,448.21,한식,,,,,,
1036,28.35,한식,,,,,,
1037,272.03,회집,,,,,,
1038,69.6,호프/통닭,,,,,,
1039,104.16,통닭(치킨),,,,,,
1040,77.72,호프/통닭,,,,,,
1041,115.1,한식,,,,,,
1042,109.89,한식,,,,,,
1043,71.97,식육(숯불구이),,,,,,
1044,76.14,까페,,,,,,
1045,79.81,한식,,,,,,
1046,115.94,한식,,,,,,
1047,31,회집,,,,,,
1048,214.62,호프/통닭,,,,,,
1049,35.6,호프/통닭,,,,,,
1050,67.98,한식,,,,,,
1051,83.33,회집,,,,,,
1052,30.78,한식,,,,,,
1053,55.65,한식,,,,,,
1054,35.04,한식,,,,,,
1055,146.44,경양식,,,,,,
1056,57,한식,,,,,,
1057,225,한식,,,,,,
1058,72.72,한식,,,,,,
1059,24.13,분식,,,,,,
1060,182.11,한식,,,,,,
1061,529.9,한식,,,,,,
1062,39.06,까페,,,,,,
1063,94.5,회집,,,,,,
1064,144.75,까페,,,,,,
1065,33.54,호프/통닭,,,,,,
1066,94.5,한식,,,,,,
1067,82.5,한식,,,,,,
1068,68.7,한식,,,,,,
1069,154.2,한식,,,,,,
1070,41.41,까페,,,,,,
1071,33.67,한식,,,,,,
1072,264.24,한식,,,,,,
1073,737.83,한식,,,,,,
1074,86.4,한식,,,,,,
1075,62.68,한식,,,,,,
1076,92.6,회집,,,,,,
1077,77.74,한식,,,,,,
1078,128,중국식,,,,,,
1079,115.92,한식,,,,,,
1080,31.4,한식,,,,,,
1081,17.16,한식,,,,,,
1082,52.44,한식,,,,,,
1083,45.36,한식,,,,,,
1084,26.4,한식,,,,,,
1085,119.16,회집,,,,,,
1086,65.9,한식,,,,,,
1087,56.35,중국식,,,,,,
1088,44,한식,,,,,,
1089,198.24,한식,,,,,,
1090,46.28,한식,,,,,,
1091,110.7,한식,,,,,,
1092,83,한식,,,,,,
1093,92,한식,,,,,,
1094,54.9,한식,,,,,,
1095,90.6,한식,,,,,,
1096,7.38,한식,,,,,,
1097,85.76,한식,,,,,,
1098,125.5,한식,,,,,,
1099,64.25,한식,,,,,,
1100,29.4,분식,,,,,,
1101,129.6,회집,,,,,,
1102,59.36,한식,,,,,,
1103,60.84,한식,,,,,,
1104,108.63,탕류(보신용),,,,,,
1105,125.02,한식,,,,,,
1106,86.98,중국식,,,,,,
1107,110.02,한식,,,,,,
1108,98.1,한식,,,,,,
1109,34.74,한식,,,,,,
1110,64.2,한식,,,,,,
1111,56.13,한식,,,,,,
1112,81.74,중국식,,,,,,
1113,104.44,한식,,,,,,
1114,168.9,한식,,,,,,
1115,31.54,한식,,,,,,
1116,21.93,한식,,,,,,
1117,29.7,통닭(치킨),,,,,,
1118,110.17,식육(숯불구이),,,,,,
1119,108.84,식육(숯불구이),,,,,,
1120,114.9,까페,,,,,,
1121,64.72,회집,,,,,,
1122,35.71,한식,,,,,,
1123,28.17,한식,,,,,,
1124,58.44,중국식,,,,,,
1125,108.09,호프/통닭,,,,,,
1126,100.57,식육(숯불구이),,,,,,
1127,88.94,까페,,,,,,
1128,60.8,중국식,,,,,,
1129,28.49,호프/통닭,,,,,,
1130,75.51,한식,,,,,,
1131,70.61,한식,,,,,,
1132,154.03,식육(숯불구이),,,,,,
1133,106.83,식육(숯불구이),,,,,,
1134,112.98,한식,,,,,,
1135,115.25,한식,,,,,,
1136,57.12,회집,,,,,,
1137,39.57,식육(숯불구이),,,,,,
1138,88.23,호프/통닭,,,,,,
1139,149.39,식육(숯불구이),,,,,,
1140,96.82,통닭(치킨),,,,,,
1141,34.32,호프/통닭,,,,,,
1142,196.45,한식,,,,,,
1143,154.48,한식,,,,,,
1144,45.84,한식,,,,,,
1145,92,한식,,,,,,
1146,19.04,통닭(치킨),,,,,,
1147,41.83,한식,,,,,,
1148,56.7,호프/통닭,,,,,,
1149,56.09,한식,,,,,,
1150,27,한식,,,,,,
1151,87.01,식육(숯불구이),,,,,,
1152,92.82,한식,,,,,,
1153,79.06,한식,,,,,,
1154,13.98,한식,,,,,,
1155,36.96,호프/통닭,,,,,,
1156,52.77,한식,,,,,,
1157,23.04,한식,,,,,,
1158,39.2,식육(숯불구이),,,,,,
1159,20.16,한식,,,,,,
1160,50,한식,,,,,,
1161,76.44,중국식,,,,,,
1162,138,호프/통닭,,,,,,
1163,381.25,중국식,,,,,,
1164,36.82,한식,,,,,,
1165,69.28,한식,,,,,,
1166,110.69,한식,,,,,,
1167,52.44,한식,,,,,,
1168,74.92,한식,,,,,,
1169,26.4,호프/통닭,,,,,,
1170,125.5,식육(숯불구이),,,,,,
1171,57.42,회집,,,,,,
1172,72.6,호프/통닭,,,,,,
1173,54,호프/통닭,,,,,,
1174,90.2,한식,,,,,,
1175,23.25,한식,,,,,,
1176,27.42,식육(숯불구이),,,,,,
1177,74.05,한식,,,,,,
1178,64.02,한식,,,,,,
1179,30.4,통닭(치킨),,,,,,
1180,76.38,호프/통닭,,,,,,
1181,93.63,호프/통닭,,,,,,
1182,37.4,통닭(치킨),,,,,,
1183,22,한식,,,,,,
1184,73.81,한식,,,,,,
1185,26.98,호프/통닭,,,,,,
1186,57.65,한식,,,,,,
1187,36.04,한식,,,,,,
1188,23,호프/통닭,,,,,,
1189,51.48,한식,,,,,,
1190,21.89,한식,,,,,,
1191,40.8,호프/통닭,,,,,,
1192,57.12,한식,,,,,,
1193,24.32,호프/통닭,,,,,,
1194,70.04,한식,,,,,,
1195,33.54,한식,,,,,,
1196,42.56,호프/통닭,,,,,,
1197,57,한식,,,,,,
1198,48.6,한식,,,,,,
1199,31.54,회집,,,,,,
1200,46.2,탕류(보신용),,,,,,
1201,117.23,식육(숯불구이),,,,,,
1202,192.72,경양식,,,,,,
1203,72.8,호프/통닭,,,,,,
1204,66.32,한식,,,,,,
1205,158.4,한식,,,,,,
1206,29.66,한식,,,,,,
1207,67,한식,,,,,,
1208,28,호프/통닭,,,,,,
1209,24.12,한식,,,,,,
1210,55.02,한식,,,,,,
1211,46.2,한식,,,,,,
1212,102.67,기타,,,,,,
1213,45.31,호프/통닭,,,,,,
1214,74.73,한식,,,,,,
1215,47.94,한식,,,,,,
1216,20.82,까페,,,,,,
1217,79.79,호프/통닭,,,,,,
1218,34.16,분식,,,,,,
1219,84.44,까페,,,,,,
1220,35.96,한식,,,,,,
1221,126.05,한식,,,,,,
1222,30.8,회집,,,,,,
1223,89.02,까페,,,,,,
1224,28.98,한식,,,,,,
1225,98.8,한식,,,,,,
1226,59.57,식육(숯불구이),,,,,,
1227,45.37,중국식,,,,,,
1228,64.37,한식,,,,,,
1229,21.35,한식,,,,,,
1230,41.28,한식,,,,,,
1231,57.91,한식,,,,,,
1232,23.35,호프/통닭,,,,,,
1233,163.2,식육(숯불구이),,,,,,
1234,115.5,한식,,,,,,
1235,309.13,경양식,,,,,,
1236,61.85,한식,,,,,,
1237,51.25,한식,,,,,,
1238,123.69,한식,,,,,,
1239,49.6,한식,,,,,,
1240,20.4,호프/통닭,,,,,,
1241,49.02,한식,,,,,,
1242,108.9,한식,,,,,,
1243,15.84,한식,,,,,,
1244,38.6,한식,,,,,,
1245,80.9,경양식,,,,,,
1246,44.31,한식,,,,,,
1247,71.58,한식,,,,,,
1248,46.11,한식,,,,,,
1249,47.7,한식,,,,,,
1250,74.16,한식,,,,,,
1251,17.68,한식,,,,,,
1252,135.1,한식,,,,,,
1253,85.25,한식,,,,,,
1254,48.96,회집,,,,,,
1255,56.84,한식,,,,,,
1256,399.63,한식,,,,,,
1257,189.54,한식,,,,,,
1258,137.96,기타,,,,,,
1259,212.22,한식,,,,,,
1260,263.55,한식,,,,,,
1261,222.09,한식,,,,,,
1262,26.94,한식,,,,,,
1263,29.78,한식,,,,,,
1264,34.6,한식,,,,,,
1265,130.5,한식,,,,,,
1266,95.96,한식,,,,,,
1267,35.04,한식,,,,,,
1268,273.6,한식,,,,,,
1269,53.28,한식,,,,,,
1270,390.12,한식,,,,,,
1271,144.28,한식,,,,,,
1272,97.35,한식,,,,,,
1273,215.28,한식,,,,,,
1274,61.42,한식,,,,,,
1275,69.38,까페,,,,,,
1276,49.87,한식,,,,,,
1277,79.33,탕류(보신용),,,,,,
1278,25.27,통닭(치킨),,,,,,
1279,50.63,한식,,,,,,
1280,67.08,탕류(보신용),,,,,,
1281,63.18,한식,,,,,,
1282,108.42,한식,,,,,,
1283,188.91,식육(숯불구이),,,,,,
1284,46.13,호프/통닭,,,,,,
1285,15.36,회집,,,,,,
1286,57.57,한식,,,,,,
1287,215.3,호프/통닭,,,,,,
1288,25.15,호프/통닭,,,,,,
1289,116.66,한식,,,,,,
1290,80.25,호프/통닭,,,,,,
1291,20.87,호프/통닭,,,,,,
1292,63.3,식육(숯불구이),,,,,,
1293,17.64,통닭(치킨),,,,,,
1294,153.7,한식,,,,,,
1295,24.12,한식,,,,,,
1296,60.49,호프/통닭,,,,,,
1297,39.39,중국식,,,,,,
1298,36,까페,,,,,,
1299,31.2,한식,,,,,,
1300,20.68,한식,,,,,,
1301,18.48,한식,,,,,,
1302,26.32,호프/통닭,,,,,,
1303,44.97,분식,,,,,,
1304,153.92,한식,,,,,,
1305,68.04,회집,,,,,,
1306,81,한식,,,,,,
1307,59.4,한식,,,,,,
1308,163.17,중국식,,,,,,
1309,19.61,한식,,,,,,
1310,51.42,회집,,,,,,
1311,85.44,호프/통닭,,,,,,
1312,31.68,호프/통닭,,,,,,
1313,156.98,회집,,,,,,
1314,31.5,한식,,,,,,
1315,33.48,한식,,,,,,
1316,154.48,한식,,,,,,
1317,39.6,호프/통닭,,,,,,
1318,59.1,한식,,,,,,
1319,55.2,한식,,,,,,
1320,55.8,까페,,,,,,
1321,196.93,한식,,,,,,
1322,30.53,식육(숯불구이),,,,,,
1323,91.96,식육(숯불구이),,,,,,
1324,25.2,한식,,,,,,
1325,26.4,한식,,,,,,
1326,44.24,한식,,,,,,
1327,61.75,한식,,,,,,
1328,27.04,한식,,,,,,
1329,48.76,중국식,,,,,,
1330,52.34,통닭(치킨),,,,,,
1331,64.62,중국식,,,,,,
1332,46.07,회집,,,,,,
1333,56.94,한식,,,,,,
1334,91.86,일식,,,,,,
1335,121.2,한식,,,,,,
1336,27.72,중국식,,,,,,
1337,32.8,한식,,,,,,
1338,181.38,식육(숯불구이),,,,,,
1339,33.66,한식,,,,,,
1340,25.2,호프/통닭,,,,,,
1341,15.3,한식,,,,,,
1342,79.31,한식,,,,,,
1343,51.2,한식,,,,,,
1344,97.5,식육(숯불구이),,,,,,
1345,64.19,호프/통닭,,,,,,
1346,102.73,식육(숯불구이),,,,,,
1347,57,한식,,,,,,
1348,175.27,회집,,,,,,
1349,193.18,까페,,,,,,
1350,102.22,까페,,,,,,
1351,17.34,한식,,,,,,
1352,82.74,기타,,,,,,
1353,78.11,한식,,,,,,
1354,47.4,한식,,,,,,
1355,58.3,한식,,,,,,
1356,126,회집,,,,,,
1357,50.83,한식,,,,,,
1358,35.72,호프/통닭,,,,,,
1359,86.58,한식,,,,,,
1360,29.51,중국식,,,,,,
1361,191.58,회집,,,,,,
1362,23.55,한식,,,,,,
1363,238.42,호프/통닭,,,,,,
1364,137.84,회집,,,,,,
1365,40,회집,,,,,,
1366,114.4,한식,,,,,,
1367,64.5,경양식,,,,,,
1368,79.58,한식,,,,,,
1369,66.6,까페,,,,,,
1370,28.08,한식,,,,,,
1371,41.12,정종/대포집/소주방,,,,,,
1372,28.88,호프/통닭,,,,,,
1373,32.9,한식,,,,,,
1374,29.12,회집,,,,,,
1375,73.6,식육(숯불구이),,,,,,
1376,30.45,호프/통닭,,,,,,
1377,30.81,한식,,,,,,
1378,35.88,호프/통닭,,,,,,
1379,77.22,한식,,,,,,
1380,39.89,한식,,,,,,
1381,49.4,한식,,,,,,
1382,65,한식,,,,,,
1383,32.9,한식,,,,,,
1384,88.22,식육(숯불구이),,,,,,
1385,73.28,까페,,,,,,
1386,127.83,한식,,,,,,
1387,63.32,호프/통닭,,,,,,
1388,51.72,식육(숯불구이),,,,,,
1389,39.13,통닭(치킨),,,,,,
1390,253.34,식육(숯불구이),,,,,,
1391,153.82,식육(숯불구이),,,,,,
1392,180.48,식육(숯불구이),,,,,,
1393,84.09,한식,,,,,,
1394,206.2,한식,,,,,,
1395,38.49,한식,,,,,,
1396,114.84,한식,,,,,,
1397,120.31,한식,,,,,,
1398,36.04,까페,,,,,,
1399,155.02,식육(숯불구이),,,,,,
1400,44.37,한식,,,,,,
1401,174.61,까페,,,,,,
1402,115.89,한식,,,,,,
1403,92.58,한식,,,,,,
1404,34.18,한식,,,,,,
1405,50.76,호프/통닭,,,,,,
1406,58.45,한식,,,,,,
1407,196.47,경양식,,,,,,
1408,165.27,식육(숯불구이),,,,,,
1409,27.13,까페,,,,,,
1410,98.7,호프/통닭,,,,,,
1411,75.34,호프/통닭,,,,,,
1412,90,한식,,,,,,
1413,77.61,식육(숯불구이),,,,,,
1414,120.13,한식,,,,,,
1415,181.2,한식,,,,,,
1416,409.55,한식,,,,,,
1417,71.4,식육(숯불구이),,,,,,
1418,36.04,한식,,,,,,
1419,100.37,식육(숯불구이),,,,,,
1420,84,중국식,,,,,,
1421,22.1,한식,,,,,,
1422,30.88,한식,,,,,,
1423,30.1,호프/통닭,,,,,,
1424,163.87,한식,,,,,,
1425,32.9,한식,,,,,,
1426,54.75,한식,,,,,,
1427,74.48,호프/통닭,,,,,,
1428,37.1,호프/통닭,,,,,,
1429,19.38,한식,,,,,,
1430,53.46,한식,,,,,,
1431,151.2,한식,,,,,,
1432,378.22,회집,,,,,,
1433,98,한식,,,,,,
1434,91.08,한식,,,,,,
1435,155.87,한식,,,,,,
1436,64.97,한식,,,,,,
1437,66,회집,,,,,,
1438,18.39,한식,,,,,,
1439,89.85,한식,,,,,,
1440,172.05,경양식,,,,,,
1441,179.98,한식,,,,,,
1442,91.3,호프/통닭,,,,,,
1443,47.58,한식,,,,,,
1444,64.88,한식,,,,,,
1445,154.3,한식,,,,,,
1446,303.15,한식,,,,,,
1447,277.05,한식,,,,,,
1448,33.08,한식,,,,,,
1449,183.28,경양식,,,,,,
1450,35.07,호프/통닭,,,,,,
1451,39.66,한식,,,,,,
1452,31.68,한식,,,,,,
1453,136.42,식육(숯불구이),,,,,,
1454,27.06,호프/통닭,,,,,,
1455,90.9,한식,,,,,,
1456,152.5,한식,,,,,,
1457,43.63,분식,,,,,,
1458,40.68,호프/통닭,,,,,,
1459,79.44,김밥(도시락),,,,,,
1460,42.53,한식,,,,,,
1461,155,탕류(보신용),,,,,,
1462,75.2,한식,,,,,,
1463,75.04,분식,,,,,,
1464,79.2,통닭(치킨),,,,,,
1465,44.46,한식,,,,,,
1466,18.8,한식,,,,,,
1467,178.77,일식,,,,,,
1468,66.3,한식,,,,,,
1469,50.12,한식,,,,,,
1470,71.94,통닭(치킨),,,,,,
1471,47.99,호프/통닭,,,,,,
1472,138.22,한식,,,,,,
1473,69.68,한식,,,,,,
1474,72,한식,,,,,,
1475,40.59,호프/통닭,,,,,,
1476,66.37,한식,,,,,,
1477,57.75,한식,,,,,,
1478,48.16,한식,,,,,,
1479,25.4,한식,,,,,,
1480,49.08,호프/통닭,,,,,,
1481,202.85,식육(숯불구이),,,,,,
1482,168.43,한식,,,,,,
1483,120.12,호프/통닭,,,,,,
1484,58.56,식육(숯불구이),,,,,,
1485,25.08,기타,,,,,,
1486,21.45,한식,,,,,,
1487,90.33,한식,,,,,,
1488,82.59,식육(숯불구이),,,,,,
1489,19.68,호프/통닭,,,,,,
1490,47.13,호프/통닭,,,,,,
1491,41.6,호프/통닭,,,,,,
1492,41.28,경양식,,,,,,
1493,56.58,한식,,,,,,
1494,172.48,복어취급,,,,,,
1495,51.98,한식,,,,,,
1496,35.2,호프/통닭,,,,,,
1497,35.32,한식,,,,,,
1498,13.48,한식,,,,,,
1499,38.62,한식,,,,,,
1500,49.61,한식,,,,,,
1501,74.71,한식,,,,,,
1502,62.7,한식,,,,,,
1503,22.77,호프/통닭,,,,,,
1504,59.78,한식,,,,,,
1505,42.92,한식,,,,,,
1506,88.14,한식,,,,,,
1507,191.08,회집,,,,,,
1508,48.77,통닭(치킨),,,,,,
1509,56.16,한식,,,,,,
1510,38.54,호프/통닭,,,,,,
1511,48.16,한식,,,,,,
1512,170.37,통닭(치킨),,,,,,
1513,102.78,한식,,,,,,
1514,31.25,패스트푸드,,,,,,
1515,41.08,호프/통닭,,,,,,
1516,76.26,호프/통닭,,,,,,
1517,42.5,한식,,,,,,
1518,189.8,식육(숯불구이),,,,,,
1519,21.78,한식,,,,,,
1520,119.94,한식,,,,,,
1521,44.24,통닭(치킨),,,,,,
1522,355.15,식육(숯불구이),,,,,,
1523,31.36,한식,,,,,,
1524,31.61,호프/통닭,,,,,,
1525,42.63,호프/통닭,,,,,,
1526,108.3,한식,,,,,,
1527,213.12,한식,,,,,,
1528,53.43,한식,,,,,,
1529,23.1,호프/통닭,,,,,,
1530,46,호프/통닭,,,,,,
1531,26.23,호프/통닭,,,,,,
1532,60.05,한식,,,,,,
1533,72.05,호프/통닭,,,,,,
1534,29.36,한식,,,,,,
1535,31.36,한식,,,,,,
1536,70.09,까페,,,,,,
1537,113.19,회집,,,,,,
1538,24.55,회집,,,,,,
1539,126.84,한식,,,,,,
1540,85.8,중국식,,,,,,
1541,153.76,일식,,,,,,
1542,18.87,한식,,,,,,
1543,148.33,한식,,,,,,
1544,273.92,한식,,,,,,
1545,50.74,회집,,,,,,
1546,74.71,한식,,,,,,
1547,92.56,경양식,,,,,,
1548,113.34,한식,,,,,,
1549,94.43,호프/통닭,,,,,,
1550,52.67,호프/통닭,,,,,,
1551,72,분식,,,,,,
1552,199.16,한식,,,,,,
1553,164.26,경양식,,,,,,
1554,66.18,한식,,,,,,
1555,36.81,한식,,,,,,
1556,97.45,한식,,,,,,
1557,42.36,호프/통닭,,,,,,
1558,27.6,한식,,,,,,
1559,52.8,중국식,,,,,,
1560,155.5,한식,,,,,,
1561,45.2,한식,,,,,,
1562,82.32,한식,,,,,,
1563,128.46,식육(숯불구이),,,,,,
1564,55.32,한식,,,,,,
1565,42.8,한식,,,,,,
1566,28,한식,,,,,,
1567,43.43,호프/통닭,,,,,,
1568,135.6,까페,,,,,,
1569,70.95,한식,,,,,,
1570,306.05,회집,,,,,,
1571,110.2,한식,,,,,,
1572,102.73,식육(숯불구이),,,,,,
1573,88.87,경양식,,,,,,
1574,250.98,한식,,,,,,
1575,54.36,한식,,,,,,
1576,47.43,호프/통닭,,,,,,
1577,44.04,한식,,,,,,
1578,16.5,한식,,,,,,
1579,93.72,식육(숯불구이),,,,,,
1580,157,호프/통닭,,,,,,
1581,103.61,한식,,,,,,
1582,118.53,호프/통닭,,,,,,
1583,47.62,한식,,,,,,
1584,92.6,한식,,,,,,
1585,73.98,한식,,,,,,
1586,104.9,호프/통닭,,,,,,
1587,19.56,한식,,,,,,
1588,68.32,한식,,,,,,
1589,84.12,한식,,,,,,
1590,42.42,한식,,,,,,
1591,87.06,한식,,,,,,
1592,72.6,호프/통닭,,,,,,
1593,68.64,호프/통닭,,,,,,
1594,79.34,중국식,,,,,,
1595,51.76,한식,,,,,,
1596,48.95,한식,,,,,,
1597,80.9,까페,,,,,,
1598,54.65,까페,,,,,,
1599,79.45,식육(숯불구이),,,,,,
1600,16.53,한식,,,,,,
1601,49.83,통닭(치킨),,,,,,
1602,59.52,한식,,,,,,
1603,208.44,한식,,,,,,
1604,150.27,식육(숯불구이),,,,,,
1605,150.32,호프/통닭,,,,,,
1606,111.22,한식,,,,,,
1607,199.58,식육(숯불구이),,,,,,
1608,130.09,한식,,,,,,
1609,172.38,한식,,,,,,
1610,58.96,까페,,,,,,
1611,48.96,한식,,,,,,
1612,57,호프/통닭,,,,,,
1613,32.45,호프/통닭,,,,,,
1614,251.01,경양식,,,,,,
1615,98.82,회집,,,,,,
1616,64.92,한식,,,,,,
1617,59.51,한식,,,,,,
1618,42.75,한식,,,,,,
1619,82.39,한식,,,,,,
1620,76.35,한식,,,,,,
1621,52.17,한식,,,,,,
1622,49.29,경양식,,,,,,
1623,88.92,한식,,,,,,
1624,109.2,한식,,,,,,
1625,35.52,한식,,,,,,
1626,59.45,호프/통닭,,,,,,
1627,38.34,한식,,,,,,
1628,37.4,한식,,,,,,
1629,0,한식,,,,,,
1630,33.21,한식,,,,,,
1631,157.32,한식,,,,,,
1632,36.04,한식,,,,,,
1633,118.98,한식,,,,,,
1634,41.36,한식,,,,,,
1635,193.52,일식,,,,,,
1636,247.22,한식,,,,,,
1637,16,한식,,,,,,
1638,95.58,한식,,,,,,
1639,79.85,한식,,,,,,
1640,27.72,한식,,,,,,
1641,126.63,중국식,,,,,,
1642,82.5,중국식,,,,,,
1643,79.2,중국식,,,,,,
1644,106.59,식육(숯불구이),,,,,,
1645,89.2,식육(숯불구이),,,,,,
1646,38,한식,,,,,,
1647,70.72,한식,,,,,,
1648,23.12,중국식,,,,,,
1649,29.93,한식,,,,,,
1650,264.12,경양식,,,,,,
1651,164.07,식육(숯불구이),,,,,,
1652,94.29,회집,,,,,,
1653,92.69,한식,,,,,,
1654,58.96,한식,,,,,,
1655,91.33,회집,,,,,,
1656,33.54,분식,,,,,,
1657,164.98,한식,,,,,,
1658,28.12,한식,,,,,,
1659,798.42,회집,,,,,,
1660,150.92,회집,,,,,,
1661,52.16,호프/통닭,,,,,,
1662,31.16,통닭(치킨),,,,,,
1663,135.29,한식,,,,,,
1664,53.53,한식,,,,,,
1665,57.52,중국식,,,,,,
1666,239.98,한식,,,,,,
1667,107.32,한식,,,,,,
1668,21.6,한식,,,,,,
1669,40.7,호프/통닭,,,,,,
1670,91.26,중국식,,,,,,
1671,67.1,식육(숯불구이),,,,,,
1672,92.24,까페,,,,,,
1673,82.5,한식,,,,,,
1674,27.3,호프/통닭,,,,,,
1675,79.25,한식,,,,,,
1676,171.4,경양식,,,,,,
1677,45.92,한식,,,,,,
1678,191.44,한식,,,,,,
1679,45.45,한식,,,,,,
1680,77.62,한식,,,,,,
1681,40,호프/통닭,,,,,,
1682,39.84,호프/통닭,,,,,,
1683,88.23,한식,,,,,,
1684,62.74,한식,,,,,,
1685,46.92,한식,,,,,,
1686,53.36,회집,,,,,,
1687,79,통닭(치킨),,,,,,
1688,48,호프/통닭,,,,,,
1689,44.02,한식,,,,,,
1690,43.17,호프/통닭,,,,,,
1691,69.51,한식,,,,,,
1692,59.82,한식,,,,,,
1693,185.3,일식,,,,,,
1694,51.8,호프/통닭,,,,,,
1695,18.36,한식,,,,,,
1696,417.32,뷔페식,,,,,,
1697,52.13,까페,,,,,,
1698,51.66,한식,,,,,,
1699,180.41,한식,,,,,,
1700,65.35,호프/통닭,,,,,,
1701,47.38,중국식,,,,,,
1702,26.98,회집,,,,,,
1703,85.98,한식,,,,,,
1704,99.54,한식,,,,,,
1705,36.53,호프/통닭,,,,,,
1706,72.76,한식,,,,,,
1707,47.9,호프/통닭,,,,,,
1708,33.9,한식,,,,,,
1709,81.92,통닭(치킨),,,,,,
1710,105.96,호프/통닭,,,,,,
1711,55.23,한식,,,,,,
1712,58.28,호프/통닭,,,,,,
1713,49.88,한식,,,,,,
